-0.8119879576001845	-1.1054873071072209	-1.377492101977966	-1.731579645616732
-1.4420050863028828	-2.4420167284941496	-3.154114909916084	-4.015902491257964
-1.7750747118950514	-2.9522137719527604	-3.783656585293693	-4.642738830475913
-1.9433716323031875	-3.1718381770698674	-4.086030928977664	-4.970457168732022
-2.0407481543634685	-3.3162696015782616	-4.262635417213735	-5.064224115373176
-2.082556963298566	-3.402196486661194	-4.3736270242548265	-5.153991930874946
-2.104525485381011	-3.4458523060803885	-4.451289183771849	-5.199712767753719
-2.1187248912969956	-3.4949176624627536	-4.482537114216291	-5.2381864458296885
-2.133518712853838	-3.524716535986995	-4.517522943582583	-5.2711924543831765
-2.1483011660873537	-3.552937789946917	-4.561820619384215	-5.300858363702096
-2.150140268479003	-3.578234637250664	-4.586355533439045	-5.318278812259121
-2.1502591881078685	-3.593557114396022	-4.593804740259561	-5.332881314322507
-2.1576058022116884	-3.6240629405429328	-4.637548638466646	-5.35470041650838
-2.16024479199239	-3.62985540177241	-4.656970028397603	-5.363307253661007
-2.1603665112986525	-3.6438028814032655	-4.668680962434451	-5.368977357825961
-2.163696561628238	-3.6527886050233827	-4.66877907482206	-5.37497182159192
-2.1658178499040948	-3.6533564340193796	-4.6860951016992765	-5.381201974216647
-2.1652634706589517	-3.6572565968553135	-4.698104963517787	-5.396602823054374
-2.1662186754811423	-3.6575433545295835	-4.7004206448650105	-5.396026453385301
-2.1670214381531525	-3.6708445716652327	-4.728540845547258	-5.398020800130164
