-1.0900787685207767	-1.576113756911284	-1.9166224441552207	-2.290049118002831
-1.7616845449495175	-3.034804323531727	-4.014999995159566	-4.990446285474259
-2.0085585195383424	-3.424984732545214	-4.455592122879422	-5.449508799417689
-2.096281237214368	-3.5034836443319635	-4.668484804128541	-5.625392821592017
-2.1217494122600575	-3.5615905702138835	-4.790264547786924	-5.734892614810196
-2.136043687884342	-3.5821555168741037	-4.80411145338109	-5.814142421041388
-2.141312840960305	-3.5983697505667447	-4.784206624768182	-5.854795228365909
-2.1482715668723547	-3.601048006004217	-4.821332433418111	-5.903676065862395
-2.1497540044187344	-3.623001960010601	-4.811272171689225	-5.9166767926827974
-2.1563676778284173	-3.617735592140725	-4.861472144366262	-5.934217481346413
-2.172463601259037	-3.6440808891895027	-4.910812520743945	-5.958000024061584
-2.1654173939219143	-3.64836611189454	-4.918416756876793	-5.959722278064449
-2.1616161050417655	-3.6670164341444695	-4.880221580379101	-5.94818077402087
-2.1708393679893363	-3.651843870080675	-4.930975118432868	-5.935122450379646
-2.172620098137204	-3.6624474293505846	-4.895992193822946	-5.934760236445469
-2.1654173939219143	-3.6487407459327836	-4.921742017996522	-5.945760262604146
-2.1717756841592046	-3.642600233225047	-4.920689182373255	-5.924208605862864
-2.1692211866203106	-3.647244144901783	-4.926334031713033	-5.958191048688329
-2.1643410749524192	-3.6519382511485037	-4.912701133841203	-6.000923264044146
-2.1649865461862774	-3.64371025167445	-4.919638892908757	-6.000080791458126
