0.0	-8.483142558535116e-5	-0.0009765632587984835	-0.00776457754873347
-0.2909686696560853	-1.3718106996851747	-2.2235485344942503	-3.2787111914530835
-0.731546355686983	-2.1072099696478683	-3.190756021097964	-4.165201916625245
-0.8963566043329751	-2.387050666241907	-3.4420982325728118	-4.453997455873194
-0.9809161789546023	-2.419235349613315	-3.6300887149281893	-4.533178701920544
-0.9974627319346397	-2.4662319122895364	-3.6880806619058175	-4.648572120621755
-0.9974627319346397	-2.4917860167619303	-3.709269960975732	-4.709269960976226
-1.0059785828571695	-2.4917860167619303	-3.709269960975732	-4.77985103526019
-1.019073880947317	-2.518938262805536	-3.7315463556868584	-4.806179973984899
-1.019073880947317	-2.518938262805536	-3.7550274515366264	-4.806179973984899
-1.0371721030401133	-2.5331787019201495	-3.8061799739839737	-4.8342086975845255
-1.0418170080858769	-2.547901958740859	-3.8342086975841965	-4.8641719209612635
-1.0418170080858769	-2.547901958740859	-3.864171920961616	-4.8641719209612635
-1.0418170080858769	-2.5631419252975998	-3.864171920961616	-4.8641719209612635
-1.0465121292942567	-2.5631419252975998	-3.864171920961616	-4.8641719209612635
-1.0512585643187184	-2.5631419252975998	-3.864171920961616	-4.8641719209612635
-1.0512585643187184	-2.5631419252975998	-3.8963566043329902	-4.896356604331851
-1.0512585643187184	-2.5631419252975998	-3.8963566043329902	-4.896356604331851
-1.0512585643187184	-2.5631419252975998	-3.8963566043329902	-4.9689072714828795
-1.0512585643187184	-2.5631419252975998	-3.8963566043329902	-4.9689072714828795
