-2.0771295962948275	-2.7292502314764193	-3.5219217261811493	-4.368154044873485
-2.2860683027907016	-3.067177470155314	-4.009402613367345	-5.023182097215601
-2.3522542270460516	-3.157898958351492	-4.140266760778675	-5.3428302061137805
-2.362150631860572	-3.272358328077737	-4.259067943110501	-5.434605519883183
-2.4111790323504345	-3.2742905964067797	-4.327402034613661	-5.598674195639852
-2.444044795918076	-3.3154108123009647	-4.338401575618833	-5.664764040393463
-2.4478787103086566	-3.3951601349265172	-4.365323251762883	-5.759082029680548
-2.4880856587907387	-3.3986797896807426	-4.436894023047352	-5.7630421891744055
-2.5259489003011746	-3.45304381953747	-4.457176881112054	-5.787826772003007
-2.534351943017028	-3.4382520105073313	-4.54881870412284	-5.861890402003383
