-1.3115721624394958	-1.573259811013722	-1.9095644292543226	-2.3271954736966483
-1.9343199931749813	-2.4782011927360843	-3.186926602615996	-3.9417403934110564
-2.140319444042148	-2.775303168201697	-3.578545815392155	-4.402883508233705
-2.210872626392275	-2.9151117838042575	-3.7661474744913326	-4.614741023087051
-2.2307190358640923	-3.0227799726665903	-3.891813983695627	-4.749229731845506
-2.2696533217402894	-3.084433467486094	-3.968836267724067	-4.935107591060905
-2.2826182989046573	-3.114943004538521	-4.037122248124119	-5.021415527598166
-2.286805895498404	-3.1638649392272153	-4.1043391537008	-5.179148610772264
-2.288581245878334	-3.198349025835486	-4.174392782259192	-5.278688005276225
-2.351911046876552	-3.242423668249379	-4.31564742057808	-5.393363768991876
