-1.1597795301908034	-1.4492281651871253	-1.8558204478788958
-1.5979194192472737	-2.6448045434038154	-4.284012709881505
-1.8545844569558487	-3.215627991484705	-5.2113630870305325
-1.9877586713921411	-3.3672587387177066	-5.3432827027020435
-2.053694226280966	-3.421861502058094	-5.429316181584142
-2.085467076517116	-3.4634098164477027	-5.641216687990248
-2.093924351101176	-3.5133181708918286	-5.864695408541698
-2.1040440355149737	-3.5586109675694906	-6.010299956639812
-2.121805105320137	-3.5679228565628702	-6.010299956639812
-2.1284275440185687	-3.566137390989032	-6.006439535826574
-2.133575935922885	-3.5770414105217423	-6.010299956639812
-2.1391047561512173	-3.5897777590721427	-6.010299956639812
-2.1437371968539236	-3.6200975580818158	-6.010299956639812
-2.1471187681832786	-3.6467775127714677	-6.010299956639812
-2.1448516754714846	-3.6567790877561874	-6.010299956639812
-2.152644444587923	-3.688655505777911	-6.010299956639812
