-1.185968113995584	-1.5045922541781636	-1.9131984137501683
-1.6313201703387015	-2.7073676323517923	-4.160552198945975
-1.8709800832919017	-3.1819866664113	-4.92058403905307
-1.993337050079955	-3.277722726370742	-5.115007890444314
-2.0591562179547123	-3.4177134812038794	-5.331705711675511
-2.0857745416498896	-3.488326935320498	-5.621327357193769
-2.1072099696478683	-3.5223987949150457	-5.784462694635213
-2.1280036076800513	-3.579990654824453	-5.919464091343949
-2.1417208207760323	-3.6152128930143905	-6.010299956639812
-2.1411089946848407	-3.6340924547156646	-5.986207034699097
-2.1503186601356097	-3.634273675032045	-6.010299956639812
-2.1503483992037835	-3.650618779051369	-6.010299956639812
-2.1513607411118274	-3.65907593479459	-6.010299956639812
-2.1531829375049027	-3.66838675819023	-6.010299956639812
-2.161463522922393	-3.6806156126506995	-6.010299956639812
-2.168755521810798	-3.676500948999043	-6.010299956639812
