0.0	0.0	-4.241159120614967e-7
-0.039024107901706725	-0.32223625969346764	-0.8593348600232642
-0.41370286101335174	-1.43166074667174	-2.421244425587474
-0.6523651096393581	-1.8256085258222143	-3.2394479449976443
-0.7981123522358542	-1.9891106575698738	-3.582165162610976
-0.8672851563857169	-2.056057447200487	-3.819968258469597
-0.909929411522249	-2.152967460208541	-4.056057447200334
-0.9610819339696304	-2.1842251539389825	-4.262111929633301
-0.9809161789546023	-2.254425100967317	-4.3768315010601615
-0.9974627319346397	-2.2860240870390265	-4.505149978319375
-1.0059785828571695	-2.3113299523037933	-4.578936192480122
-1.0102999566398119	-2.3475421249582356	-4.688080661906758
-1.023528222373567	-2.366847280153627	-4.7550274515358035
-1.0371721030401133	-2.37683150106023	-4.8342086975845255
-1.0465121292942567	-2.4082399653118496	-4.896356604331851
-1.0465121292942567	-2.430516360023007	-4.931118710594228
