-1.1823162628464439	-1.4490328939432717	-1.7453906700805943
-1.6049864661522484	-2.534429961041641	-3.630310478583903
-1.8609525253302548	-3.020721256942409	-4.419091757453994
-1.9681246176710985	-3.155163143754626	-4.645408511051594
-2.0238659250305453	-3.24371893442965	-4.978971657498135
-2.063931529814005	-3.311243791311168	-5.265688806204743
-2.1018042996766315	-3.347102133959987	-5.450101450276448
-2.1256090872325624	-3.412406799980828	-5.555047116815574
-2.132062066289032	-3.4429841199545703	-5.681423039296293
-2.135756018481293	-3.4876797969472886	-5.703704750998427
-2.145821837858534	-3.494786177604982	-5.851196082226299
-2.1609756200687706	-3.496036893915583	-5.94353785528836
-2.169407592438425	-3.508000212829233	-6.010299956639812
-2.1738427130706373	-3.550689107937071	-5.958191048688329
-2.169283313003637	-3.5832823008172743	-6.010299956639812
-2.1686004110973727	-3.5936396406636155	-6.010299956639812
