-1.1152080722786504	-1.3811361923395395	-1.780368309746343
-1.5532384958491177	-2.566106404261332	-4.173481840451605
-1.8287285683165502	-3.1900580866932704	-5.326633011856547
-1.9763339908086948	-3.3836378458900063	-5.631113185594607
-2.048911824850477	-3.4526591051002624	-5.706799625866124
-2.0827605467931662	-3.5091537181073647	-5.773835675487167
-2.105409532067104	-3.5442330095623045	-5.912701133841203
-2.119804640987419	-3.598286320640083	-6.010299956639812
-2.1320905810772572	-3.6429699242300506	-6.010299956639812
-2.141779134905949	-3.640204882110386	-6.010299956639812
-2.1460279087909426	-3.6510895590236516	-6.010299956639812
-2.160762334810103	-3.6829410222534817	-6.010299956639812
-2.167609012220503	-3.6918515152018094	-6.010299956639812
-2.172494896123536	-3.6876295320385237	-6.010299956639812
-2.1700917657701746	-3.6884501170382573	-6.010299956639812
-2.169594078299118	-3.689272255441662	-6.010299956639812
-2.1710576612746073	-3.6677010556967446	-6.010299956639812
-2.172682712681993	-3.6835497041777905	-6.010299956639812
-2.1742195957803494	-3.686912789833328	-6.010299956639812
-2.1775946724727513	-3.697370737676123	-6.010299956639812
