Flooding (FAST),LBP (FAST),List-RBP (FAST),Local-RBP (FAST),RBP (FAST)
-0.13408211604816972,-0.16470586347978766,-0.17473620497071518,-0.17271151840430066,-0.18500369220885202
-0.7212463990471711,-0.8221029400810563,-0.9488474775526186,-0.8891999266635051,-0.9440485946708499
-2.062670209255456,-2.317629257483443,-2.5606673061697327,-2.536667029765971,-2.5139239026274156
-4.028028723600227,-4.391206626012894,-4.391206626012894,-4.903089986992955,-4.391206626012894
-5.463757293164096,-5.5509074688798785,-4.914085371294023,-5.359021942647089,-4.823908740944688
