Flooding (FAST),LBP (FAST),List-RBP 0.8 (FAST),Local-RBP 0.8 (FAST),RBP 0.8 (FAST)
-0.1652019166255551,-0.19738659999695637,-0.11377373915025664,-0.1329286107700379,-0.1352386932481119
-0.8318986151060568,-0.9421140948936503,-0.76676585480775,-0.7907154304255574,-0.7516626739157356
-2.1689404861849537,-2.4237126519680556,-2.2041199826559263,-2.1894419672001115,-1.9657601962473994
-3.993266617340857,-4.453997455873194,-4.366847280153795,-4.217908267141476,-3.6264845906594494
