R. decay = 0.1,R. decay = 0.2,R. decay = 0.3,R. decay = 0.4,R. decay = 0.5,R. decay = 0.6,R. decay = 0.7,R. decay = 0.8,R. decay = 0.9,R. decay = 1.0
-0.19866547015595412,-0.2063219875120491,-0.2127123410941496,-0.21720283441814317,-0.21952745013767366,-0.22058115088257552,-0.21958367298161865,-0.2159721231630194,-0.2073528400642055,-0.18216758480276035
-1.2172073079682577,-1.24304652684411,-1.266844259073843,-1.289214369646941,-1.310852729409669,-1.3328663046979852,-1.3439241971525018,-1.3478498627595243,-1.3408060420265795,-1.3183542642731816
-2.9238725290012266,-3.021779774323267,-3.102246550116301,-3.1699091706027347,-3.205424171269351,-3.2065139948824273,-3.207606560193016,-3.056660751387066,-2.847833183734138,-2.4625947337944645
-4.806397066955929,-5.806397066949755,-5.20433707562951,-5.20433707562951,-5.20433707562951,-4.852154557517291,-4.262329022605654,-3.6891257713003536,-3.3500310338270802,-2.7599019026213982
